wavelength,mean_flux,median_flux,rms_flux,snr,n_spectra,mean_flux_smoothed
3388.0,12.494260024674707,12.137982509747305,2.900780445076016,4.307206374713165,187,12.530150692999404
3392.0,12.389092698114345,12.090274478504924,2.477282205122439,5.001082505859286,192,12.495037221591973
3396.0,12.50036493098227,11.98882068941374,3.068279218154379,4.074063682672741,193,12.479953104010248
3400.0,12.596596447297475,12.32746862924934,2.4098283611381768,5.227175781659415,195,12.502628535350143
3404.0,12.41945141898245,12.128537350747743,2.6266774923617975,4.728198058230363,198,12.498047607226033
3408.0,12.607637181374193,11.996975807200496,2.648017783909219,4.761160313191618,198,12.550099177524547
3412.0,12.366188057493789,11.927674696590234,2.5951695355276025,4.7650790779569325,200,12.584889567432487
3416.0,12.760622782474844,12.02215081686333,2.8012470071854425,4.555336516109696,202,12.62738727958976
3420.0,12.770548396837183,12.148742412380752,2.7538931352488887,4.6372708633383555,206,12.620537575521816
3424.0,12.631939979768807,12.076618143784293,2.6142645360710675,4.831928752991895,206,12.656211018691929
3428.0,12.573388661034466,12.095699999272746,2.6357635721841013,4.770302159770591,209,12.579604650861924
3432.0,12.544555273344365,12.011129970554034,2.6805001635131536,4.6799307995202835,212,12.408364698725908
3436.0,12.37759094332482,11.925029624990264,2.6391115128903557,4.690059848880307,213,12.290092901595628
3440.0,11.9143486361571,11.662192783138192,2.4295319858367557,4.903968626720375,214,12.19291719463337
3444.0,12.040580994117402,11.68449089192756,2.3958115257862236,5.025679551385451,215,12.096166840925356
3448.0,12.08751012622318,11.531526317064484,2.4948569515416863,4.8449712191930505,215,12.003915589709878
3452.0,12.0608035048043,11.597197627989022,2.410961963745112,5.0024860143664105,216,12.022478546582665
3456.0,11.91633468724742,11.30725352508798,2.601430457588496,4.580685465754776,219,12.05067863911965
3460.0,12.007163420521035,11.650530143197262,2.5442297342512803,4.719370762347655,222,12.044749980412114
3464.0,12.181581456802324,11.516143759713197,2.678843873419142,4.547327889345923,224,12.027881076119936
3468.0,12.057866832685503,11.715290208341552,2.7602071627546017,4.3684644382460505,224,12.04318530323548
3472.0,11.976458983343417,11.541298320127131,3.1358761545135923,3.8191747356174184,228,11.961966933977825
3476.0,11.992855822825138,11.635235491541067,2.7804502006719,4.3132784107865145,230,11.906166246323568
3480.0,11.60107157423276,11.39423909051599,2.6532191049255407,4.372451394118214,231,11.888255049017005
3484.0,11.902578018531038,11.544828770235268,2.777998778657334,4.284587203556586,235,11.900353077473873
3488.0,11.96831084615269,11.532405571459066,2.7922197111458136,4.286306983070964,236,11.832463319784013
3492.0,12.036949125627752,11.81911276840643,2.898297626250302,4.153110093527785,240,11.866950732636194
3496.0,11.653407034375842,11.656104480871802,2.7093902309050355,4.301117979038102,243,11.836870283379795
3500.0,11.773508638493666,11.478246793059148,2.643173178511376,4.454308455537695,246,11.775826246440507
3504.0,11.752175772249045,11.404965922615617,2.5793705541739858,4.55621847478698,248,11.687438948619565
3508.0,11.663090661456248,11.557892426878984,2.4790504016738355,4.704660564215,249,11.641946928600625
3512.0,11.59501263652304,11.191068232183586,2.627659480241111,4.4126770320555755,249,11.571042350179328
3516.0,11.42594693428114,11.000654358056444,2.4162769152252204,4.728740676321088,250,11.46644099894402
3520.0,11.418985746387184,10.923057533745512,2.595834739436226,4.3989648389046545,251,11.383557532273635
3524.0,11.2291690160725,10.830398773070932,2.9785566445723486,3.7700035137940935,255,11.319365947283664
3528.0,11.24867332810432,10.88114652386976,2.619511969320515,4.294186649974406,255,11.264205263800228
3532.0,11.274054711573198,11.103811591393075,2.4686273686033684,4.566932561373781,259,11.213993538246704
3536.0,11.150143516863954,10.799986572386867,2.5279607948322007,4.410726439926482,260,11.244991653740005
3540.0,11.167927118619565,10.7209896779904,2.6666301004716004,4.18803009710439,264,11.23339674810551
3544.0,11.384159593539003,10.886799324726582,3.28640109279899,3.464020146075124,266,11.199114324445755
3548.0,11.19069879993185,10.746245951761724,2.678558448049403,4.177881131577029,266,11.185768457665988
3552.0,11.102642593274416,10.72967910930294,2.8066144903033736,3.9558844407143017,267,11.178064638751193
